record_id,record_type,publication_form,scope,source_files,search_source,in_corpus,title,first_author,year,journal,venue_label,doi,pmid,arxiv_id,url,is_preprint,publication_types,language,issn,include,exclusion_reason,model_name,model_family,modality,body_region,patient_population,age_groups,clinical_problem,task,model_description,release_status,release_evidence,code_url,study_design,dataset_size,data_source,validation,headline_result,citations,citations_per_year,rcr,fwci,impact,impact_measure,nih_percentile,citation_percentile,citations_source,confidence,overridden_fields,extractor_model,prompt_version,extracted_on,conference_venue,pediatric_title,top_lists
40789484,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Brain Myelin in Children With Attention-Deficit/Hyperactivity Disorder: A Longitudinal T1-Weighted/T2-Weighted Ratio Study.,Dipnall LM,2026,Biological psychiatry. Cognitive neuroscience and neuroimaging,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2025.07.012,40789484,,https://doi.org/10.1016/j.bpsc.2025.07.012,False,Journal Article,,,True,,,,MRI,brain (white matter),"400 scans (195 with ADHD), community-based pediatric cohort, ages 9-14",child; adolescent,Characterizing developmental trajectories of white matter myelination in children with ADHD compared to typically developing children,measurement / quantification,"A deep learning-based automated tractography method defines white matter tracts from diffusion-weighted MRI, from which T1-weighted/T2-weighted ratio myelin estimates are derived longitudinally in children with and without ADHD.",unclear,,,longitudinal cohort study,"400 scans (195 with ADHD), ages 9-14",not stated,internal only,,1,1.0,,1.21,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
40815390,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Comprehensive analysis of [18F]MFBG biodistribution normal patterns and variability in pediatric patients with neuroblastoma.,Wang P,2026,European journal of nuclear medicine and molecular imaging,European journal of nuclear medicine and molecular imaging,10.1007/s00259-025-07490-x,40815390,,https://doi.org/10.1007/s00259-025-07490-x,False,Journal Article,,,True,,,,nuclear / PET,"whole body (neuroblastoma, PET/CT biodistribution)",169 pediatric neuroblastoma patients (20 in confirmed remission),infant; child; adolescent,Characterizing normal physiological biodistribution of [18F]MFBG PET/CT in pediatric neuroblastoma patients to distinguish normal from pathological uptake,segmentation; measurement / quantification,"Deep learning-based automatic segmentation quantifies organ uptake on [18F]MFBG PET/CT scans in pediatric neuroblastoma patients, characterizing normal physiological biodistribution patterns to aid image interpretation.",unclear,,,retrospective study,169 pediatric neuroblastoma patients,not stated,internal only,,1,1.0,,2.81,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
40848140,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Diagnostic value of artificial intelligence-based software for the detection of pediatric upper extremity fractures.,Mollica F,2026,European radiology,European radiology,10.1007/s00330-025-11947-w,40848140,,https://doi.org/10.1007/s00330-025-11947-w,False,Journal Article,,,True,,BoneView,,x-ray / radiography,upper extremity,826 pediatric patients aged 2-18 years,child; adolescent,Detecting upper extremity fractures in children presenting to the emergency department,detection / diagnosis,"The commercial AI software BoneView analyzes radiographs of the pediatric upper extremity to detect fractures, compared against reference readings by two pediatric radiologists.",commercial,AI software BoneView(R),,retrospective diagnostic accuracy study,826 pediatric patients,single center,internal only,"sensitivity 89%, specificity 91% overall; wrist sens 96%/spec 94%, elbow sens 87%/spec 65%",1,1.0,,0.27,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
40890480,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,"Pulmonary T2* quantification of fetuses with congenital diaphragmatic hernia: a retrospective, case-controlled, MRI pilot study.",Avena-Zampieri CL,2026,Pediatric research,Pediatric research,10.1038/s41390-025-04091-0,40890480,,https://doi.org/10.1038/s41390-025-04091-0,False,Journal Article,,,True,,,,MRI,fetal lung,33 control fetuses and 12 fetuses with congenital diaphragmatic hernia,fetal,Assessing fetal lung volumes and function (via T2* relaxometry) in congenital diaphragmatic hernia to help predict prognosis (survival),segmentation; outcome prediction,"A pre-trained 3D deep-learning pipeline segments fetal lungs on motion-corrected MRI to quantify lung volume and T2* relaxometry values, assessed as potential prognostic biomarkers for survival in congenital diaphragmatic hernia.",unclear,,,retrospective case-control pilot study,"45 fetuses (33 controls, 12 CDH)",not stated,internal only,CDH lung volumes and T2* significantly lower in non-survivors vs controls (p<0.05 to p<0.001),1,1.0,,1.02,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
40902057,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,CINeMA: Conditional Implicit Neural Multi-Modal Atlas for a Spatio-Temporal Representation of the Perinatal Brain.,Dannecker M,2026,IEEE transactions on medical imaging,IEEE transactions on medical imaging,10.1109/TMI.2025.3605194,40902057,,https://doi.org/10.1109/TMI.2025.3605194,False,Journal Article,,,True,,CINeMA (Conditional Implicit Neural Multi-Modal Atlas),implicit neural representation,MRI,fetal and neonatal brain,"fetal and neonatal brains, including cases with pathologies such as agenesis of the corpus callosum and ventriculomegaly",fetal; neonate,Build a spatio-temporal brain atlas to characterize normal and pathological fetal/neonatal brain development for tissue segmentation and age prediction,segmentation; measurement / quantification; reconstruction / imputation,"Takes multi-modal fetal/neonatal MRI and builds a latent implicit-neural representation conditioned on gestational/birth age and pathology, producing high-resolution spatio-temporal brain atlases that support tissue segmentation, age prediction, and synthetic image generation.",open-source,We release the code and atlases at https://github.com/m-dannecker/CINeMA.,https://github.com/m-dannecker/CINeMA,retrospective atlas construction and evaluation with ablation studies,,not stated,internal only,,2,2.0,,3.84,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
40920305,corpus,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,True,FetalMLOps: operationalizing machine learning models for standard fetal ultrasound plane classification.,Testi M,2026,Medical & biological engineering & computing,Medical & biological engineering & computing,10.1007/s11517-025-03436-5,40920305,,https://doi.org/10.1007/s11517-025-03436-5,False,Journal Article,English,1741-0444 (electronic),True,,FetalMLOps,,ultrasound,fetal (standard plane classification),,fetal,Classifying standard fetal ultrasound planes to support prenatal anomaly screening,detection / diagnosis,"FetalMLOps, a ten-step MLOps framework, operationalizes machine learning models for standard fetal ultrasound plane classification, covering data curation, model development, deployment via a RESTful API, explainability, and monitoring for clinical integration.",unclear,,,methodology / framework paper,,not stated,none / not stated,,1,1.0,,2.27,,,,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
40920364,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,AI-Driven Fetal Liver Echotexture Analysis: A New Frontier in Predicting Neonatal Insulin Imbalance.,Da Correggio KS,2026,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,10.1002/jum.70053,40920364,,https://doi.org/10.1002/jum.70053,False,Journal Article,,,True,,,"ResNet-18/34/50 and EfficientNet-B0/B7 (CNN, via FastAI)",ultrasound,fetal liver,"1,733 fetal liver ultrasound images (after quality exclusion from 2,339), pregnancies 37-42 weeks, with and without gestational diabetes",fetal,"Predicting elevated neonatal insulin (C-peptide) levels, a marker of neonatal insulin imbalance related to gestational diabetes, from fetal liver ultrasound echotexture.",outcome prediction,"CNN classification models (ResNet-18/34/50, EfficientNet-B0/B7) take fetal liver ultrasound images as input and predict whether the neonate will have elevated umbilical cord C-peptide (>75th percentile) at birth, as a non-invasive marker of neonatal insulin imbalance.",unclear,,,retrospective diagnostic accuracy study,"1,733 fetal liver ultrasound images (606 excluded from 2,339 for quality)",not stated,internal only,"EfficientNet-B0 best performer: sensitivity 86.5%, specificity 82.1%, PPV 83.0%, NPV 85.7%, accuracy 84.3%, AUC 0.83",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
40930590,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,What is radiomics?,Mulvany T,2026,Archives of disease in childhood. Education and practice edition,Archives of disease in childhood. Education and practice edition,10.1136/archdischild-2024-328347,40930590,,https://doi.org/10.1136/archdischild-2024-328347,False,Journal Article,,,True,,,,multiple,,,pediatric (unspecified),"Explaining what radiomics is and its potential clinical applications, for a pediatric clinician audience",other,Educational overview of radiomics (quantitative feature extraction from medical images) written for pediatric clinicians; abstract text not available.,unclear,,,educational review (Archives of Disease in Childhood Education and Practice edition),,not stated,none / not stated,,1,1.0,,0.64,,,,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
40934807,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,SurfGNN: A robust surface-based prediction model with interpretability for coactivation maps of spatial and cortical features.,Li Z,2026,Medical image analysis,Medical image analysis,10.1016/j.media.2025.103793,40934807,,https://doi.org/10.1016/j.media.2025.103793,False,"Journal Article; Research Support, Non-U.S. Gov't",,,True,,SurfGNN (Surface Graph Neural Network),graph neural network,MRI,brain (cortical surface),481 subjects (503 scans) from a harmonized neonatal MRI dataset,neonate,predicting neonatal (postmenstrual) brain age from cortical surface MRI features,measurement / quantification,"SurfGNN models the cortical surface mesh as a sparse graph, using topology-sampling and region-specific learning modules to handle cortical morphometric features at multiple scales, with a score-weighted fusion of nodal representations to predict neonatal brain age and generate interpretable feature-level activation maps.",open-source,The codes will be available at https://github.com/ZhuoshL/SurfGNN,https://github.com/ZhuoshL/SurfGNN,technical development,"481 subjects, 503 scans",multi center,internal only,"MAE 0.827±0.056 postmenstrual weeks, ≥9.0% improvement over prior state-of-the-art",2,2.0,,1.3,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
40945809,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,The combined use of cervical ultrasound and deep learning improves the detection of patients at risk for spontaneous preterm delivery.,Sejer EPF,2026,American journal of obstetrics and gynecology,American journal of obstetrics and gynecology,10.1016/j.ajog.2025.09.012,40945809,,https://doi.org/10.1016/j.ajog.2025.09.012,False,Journal Article; Multicenter Study,,,True,,,deep learning-based AI model,ultrasound,cervix,"4,224 pregnancies (7,862 cervical ultrasound images) from women who underwent cervical ultrasound during antenatal care in Denmark, 2008-2018",fetal,"predicting spontaneous preterm birth from cervical ultrasound, compared to cervical length measurement",outcome prediction,"A deep learning model is trained directly on cervical ultrasound images to predict spontaneous preterm birth, compared against the standard cervical-length measurement; saliency heat maps identify that the model attends to the inner lining of the lower uterine segment.",unclear,,,retrospective multicenter model development and validation,"4,224 pregnancies, 7,862 cervical ultrasound images, 19 hospital sites",multi center,external / multi-center,AI AUC 0.75 vs cervical length AUC 0.67 (sensitivity 0.51 vs 0.41 at fixed specificity 0.85),2,2.0,,4.57,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
40957691,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Prediction of CSF Intervention in Fetal Ventriculomegaly via Artificial Intelligence-Powered Normative Modeling.,Zhou M,2026,AJNR. American journal of neuroradiology,AJNR. American journal of neuroradiology,10.3174/ajnr.A9000,40957691,,https://doi.org/10.3174/ajnr.A9000,False,Journal Article,,,True,,,nnU-Net,MRI,fetal brain (ventricles),222 singleton pregnancies with fetal brain MRI; 64 fetuses with ventriculomegaly (14 requiring postnatal intervention),fetal,differentiating fetal ventriculomegaly from hydrocephalus and predicting need for postnatal CSF intervention,segmentation; measurement / quantification; outcome prediction,"An nnU-Net segments the fetal ventricles on brain MRI to compute ventricular and subarachnoid volumes, which are compared to a normative reference range to classify ventriculomegaly and predict need for postnatal CSF intervention.",unclear,,,retrospective single-center model development and validation,222 patients (20 institutional + 80 public segmentations for training; 138 normal + 64 ventriculomegaly for testing),single center,internal only,AUC 0.97 for ventriculomegaly and for postnatal intervention prediction; Dice 0.96 for segmentation,0,0.0,,1.98,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
