record_id,year,title,clinical_problem,topics,dataset_mentions
41526555,2026,Echocardiographic Evaluation in Children with Post-Acute Sequelae of SARS-CoV-2 Infection Using Deep Learning.,"Detecting subtle cardiac abnormalities on echocardiography in children with post-acute sequelae of SARS-CoV-2 infection (PASC), not apparent on standard echo parameters",Pulmonary infection; Cardiac / congenital heart,
41526842,2026,MRI-based deep learning and radiomics for severity classification of pediatric venous malformations.,severity classification of venous malformations,,
41528473,2026,Deep learning feature-based model on abdominal radiography outperforms experts for early necrotizing enterocolitis diagnosis in neonates.,diagnosing early-stage (stage I) necrotizing enterocolitis from plain abdominal radiographs in neonates,Acute abdomen,
41528475,2026,Deep learning-based automatic measurement of the femoral head ossification center in healthy Korean children: development of a novel radiographic growth chart.,measuring femoral head ossification center size for pediatric hip growth assessment,,
41530498,2026,AI-powered segmentation and prognosis with missing MRI in pediatric brain tumors.,Segment pediatric brain tumors and predict prognosis on MRI even when some MRI sequences are missing,Brain / CNS tumors,BraTS-PEDs; CBTN
41532285,2026,A multi-stage deep learning network for prenatal diagnosis of coarctation of the aorta.,prenatal diagnosis of coarctation of the aorta,Fetal assessment / prenatal,
41535441,2026,Individuation of predictive parameters of posterior cranial fossa decompression in pediatric patients with Chiari I malformation and autism spectrum disorder.,"Predicting which pediatric patients with Chiari I malformation and autism spectrum disorder will show ASD symptom improvement after posterior cranial fossa decompression surgery, using morphometric imaging parameters",Autism / ADHD / psychiatric,
41537944,2026,Automatic radiation-free evaluation of Cobb angle for spinal curvature based on fringe projection profilometry and deep learning technology.,"Radiation-free estimation of Cobb angle for pediatric/adolescent scoliosis screening, replacing radiographic measurement",Scoliosis / spine deformity,
41541682,2026,Deep learning for pediatric femoral neck fracture detection in a multicenter study.,Automated detection and localization of pediatric femoral neck fractures on hip radiographs to support emergency diagnosis.,Fracture / trauma / abuse,
41544306,2026,Alterations in white matter integrity and asymmetry in children with autism spectrum disorder: an automated fiber quantification tractography study.,"Characterizing white-matter microstructural abnormalities and lateralization in children with autism spectrum disorder using diffusion MRI tractography, and testing whether these metrics distinguish ASD from typically developing children",Autism / ADHD / psychiatric,
41544837,2026,Segmentation of the upper airway using deep learning - nnUNet.,automated 3D segmentation of the upper airway for clinical decision-making and research,Chronic lung / airway,
41545817,2026,Deep learning-based automatic adenoid segmentation and a novel volume-based index for adenoid hypertrophy assessment.,Accurately measuring adenoid volume and quantifying nasopharyngeal airway obstruction in three dimensions for pediatric adenoid hypertrophy / obstructive sleep apnea,Chronic lung / airway,
41546466,2026,Recognition of Normal Fetal Echocardiograms Based on an Explainable Denoising Deep Learning Model.,classifying normal fetal echocardiogram views,Fetal assessment / prenatal; Cardiac / congenital heart,
41547005,2026,The 4D Human Embryonic Brain Atlas: Spatiotemporal atlas generation for rapid anatomical changes.,Characterize normal embryonic brain anatomical development over time on ultrasound to help identify deviations from normal development,,
41548822,2026,Towards contrast- and pathology-agnostic clinical fetal brain MRI segmentation using SynthSeg.,"Automatically segment fetal brain MRI structures despite differences in contrast, acquisition, and pathology (domain shift)",Fetal assessment / prenatal,
41550306,2026,Subcortical correlates of developmental language disorder: more than the neostriatum.,Characterizing subcortical structural and microstructural brain correlates of developmental language disorder in children and adolescents.,,
41553466,2026,Attenuation-based ultra-low-dose lung computed tomography at 0.1 mSv to 0.3 mSv effective dose in children.,reducing radiation dose in pediatric lung CT while maintaining diagnostic image quality,,
41556185,2026,Pubertal Hormones and the Early Adolescent Female Brain: A Multimodality Brain MRI Study.,identifying brain structural and functional correlates of pubertal hormone levels in adolescent females,,ABCD
41556979,2026,Connectome-based predictive modelling of problematic gaming in youth from the ABCD study.,"Identifying brain functional-connectivity networks predictive of problematic video-gaming severity in youth, using task-based and resting-state fMRI",Brain development / cognition,ABCD
41563074,2026,Development of a Deep Learning Algorithm for Posterior Fossa Abnormality Recognition on First-Trimester US Screening Scans: AIRFRAME Study Part 1.,Detect open spina bifida and cystic posterior fossa anomalies from first-trimester fetal ultrasound screening images of the posterior fossa,Fetal assessment / prenatal,
41569468,2026,Fractal-geometry analysis of pediatric posterior fossa tumors - a preoperative tool for prediction of histopathology.,preoperative prediction of histopathology of pediatric posterior fossa tumors,,
41571797,2026,Aperiodic parameters of the fMRI power spectrum associate with preterm birth and neonatal age.,characterizing associations of functional brain activity with preterm birth and predicting postmenstrual age,,dHCP
41572045,2026,Deep learning-based automated contrast enema analysis to improve the assessment of Hirschsprung disease.,assessing Hirschsprung disease on contrast enema,,
41575808,2026,Deep learning assessment of fetal brain maturation on 3D ultrasound volumes in early-onset fetal growth restriction.,"Quantifying fetal brain maturation via ultrasound-based gestational-age estimation in early-onset fetal growth restriction, to assess whether delayed maturation predicts neonatal complications",Brain development / cognition; Fetal assessment / prenatal,
41580722,2026,"Predictive associations between brain functional connectivity, motor abilities, and executive function development in early childhood: a longitudinal machine learning study.",predicting motor and executive function developmental trajectories from brain connectivity in early childhood,Brain development / cognition,
41594208,2026,Diagnostic Performance of ChatGPT-5 for Detecting Pediatric Pneumothorax on Chest Radiographs: A Multi-Prompt Evaluation.,Detect and localize pneumothorax on pediatric chest radiographs,,
41596031,2026,Three-Dimensional Visualization and Detection of the Pulmonary Venous-Left Atrium Connection Using Artificial Intelligence in Fetal Cardiac Ultrasound Screening.,Detect the pulmonary venous-left atrium connection on fetal cardiac ultrasound to screen for total anomalous pulmonary venous connection (TAPVC),Fetal assessment / prenatal; Cardiac / congenital heart,
41604894,2026,IUGC: A benchmark of landmark detection in end-to-end intrapartum ultrasound biometry.,"Automatically detect anatomical landmarks (pubic symphysis, fetal head) on intrapartum ultrasound to measure the angle of progression for labor monitoring",Fetal assessment / prenatal,
41605965,2026,A Comprehensive X-ray Dataset for Pediatric Ulna and Radius Fractures Analysis.,Providing a large annotated dataset and baseline classifier for detecting and classifying pediatric forearm (ulna and radius) fractures on X-ray,Fracture / trauma / abuse,
41614047,2026,Functional fingerprinting for the developing brain using deep metric learning.,Characterizing individual functional brain architecture ('fingerprints') during childhood and adolescence using deep learning on longitudinal fMRI,,
41615635,2026,Artificial intelligence-driven 3D surface-topography app for screening and monitoring adolescent scoliosis: early results from a single institution.,Predicting Cobb angle from smartphone-based 3D surface topography to screen and monitor adolescent idiopathic scoliosis without radiation,Scoliosis / spine deformity,
